Cargo,Local,Empresa,Descrição,Rating
ANALISTA DE DADOS,"São José dos Campos, SP",Talento RH,"
Possuir experiência prévia com manipulação de planilhas de excel;
Faixa salarial entre R$3 a R$4 mil + Benefícios (VT ou estacionamento na empresa + seguro de…
Postado há 3 dias·","3,3"
ANALISTA DE DADOS PLENO - HOME OFFICE,"Home office in São Paulo, SP",RUFINO HR CONSULTING,"
Pacote office avançado, BI intermediário, SAS básico, Python intermediário e banco de dados intermediário.
Local: * Home Office, com disponibilidade de ir até a…
EmployerAtiva 3 dias atrás·",Sem informacao
ANALISTA DE DADOS JUNIOR,"São Paulo, SP",Danone,"
Elaborar upload de dados no banco de dados;
Apoiar nas atividades relacionadas a gestão da hierarquia dos clientes;
Postado há 2 dias·","4,2"
ANALISTA DE DADOS | CRM,Home office,Lojas Renner,"
Habilidades para consultar bases de dados SQL e desenvolvimento de dashboards.
Experiência em análise de dados de clientes, de programas de fidelidade, ou de…
Postado há 3 dias·","4,2"
ANALISTA DE DADOS,Home office,Moka Info,"
Especificar consultas para o time de TI, de acordo com padronização.
Especificar bases que alimentará o dashboard.
Especificar dashboard para o time de TI.
Postado há 30+ dias·",Sem informacao
ANALISTA DE DADOS ESCOLARES SÃO JOSÉ DOS CAMPOS / SP,"São José dos Campos, SP",Sistema Poliedro,"
O seu conhecimento pode nos ajudar muito.
Conversar com os solicitantes sobre a demanda;
Acompanhar a participação, compartilhando com os solicitantes a…
Postado há 3 dias·","2,7"
ANALISTA DE DADOS,"São José dos Campos, SP",TerraMagna,"
Experiência com ferramentas de visualização de dados;
Experiência em análise de dados e gestão de KPIs;
Construção de reports e dashboards (Google DataStudio ou…
Postado há 9 dias·",Sem informacao
"ANALISTA DE DADOS RH [JORNADA PRESENCIAL, HÍBRIDA OU REMOTA]",Home office,Grupo Mantiqueira,"
Trabalhar com bases de dados e criar métricas;
Trabalhar com bases de dados e criar métricas;
Conhecimentos de Power BI - criação de dashboards;
Postado há 9 dias·","4,4"
ANALISTA DE DADOS,Home office,Brivia,"
Seja qual for o seu gênero, orientação sexual, idade, raça, etnia, crença ou deficiência, todos são bem-vindos no nosso time.
No dress code, seja 100% você;
Postado há 30+ dias·",Sem informacao
ANALISTA DE DADOS COMERCIAIS,Home office,LIV - Laboratório Inteligência de Vida,"
Acreditamos que um time diverso é o caminho para cumprir a nossa missão de transformar vidas e o Brasil.
Postado há 30+ dias·",Sem informacao
