Cargo,Local,Empresa,Descrição,Rating
ENGENHEIRO DE DADOS - SÊNIOR,"Home office in Betim, MG",JDC,"
Conhecimento em Python (preferência integrado com o PBI);
Experiência em integração com cloud;
PostedHoje",Sem informacao
ENGENHEIRO DE DADOS PLENO,"São José dos Campos, SP",TerraMagna,"
Experiência em engenharia de dados e/ou desenvolvimento de software;Saber usar SQL e Python (libs pandas, geopandas, Google API) como ferramentas;
Postado há 7 dias·",Sem informacao
ENGENHEIRO DE DADOS (SALÁRIO EM DÓLAR),Home office,Turing.com,"
Ao menos 5 anos de experiência relevante como engenheiro de dados.
Automatizar os processos comerciais já existentes e os conjuntos de dados.
Postado há 1 dia·",Sem informacao
ENGENHEIRO DE DADOS SÊNIOR,"Jaguariúna, SP",Jobbol,"Consultoria e Assessoria em Informática admite Engenheiro de Dados Sênior em Jaguariúna para atuar em Tempo integral, Comercial. Identificar e avaliar as…Postado há 1 dia·",Sem informacao
ENGENHEIRO DE DADOS,"São José dos Campos, SP",TerraMagna,"
Experiência em engenharia de dados e/ou desenvolvimento de software;Saber usar SQL e Python (libs pandas, geopandas, Google API) como ferramentas;
Postado há 9 dias·",Sem informacao
ENGENHEIRO DE DADOS BIG DATA JÚNIOR,"São Paulo, SP",Innolevels,"
Candidate-se a nossa vaga que teremos o grande prazer de dividir essa experiência com você.
Postado há 30+ dias·",Sem informacao
ENGENHEIRO DE DADOS - SP,"São Paulo, SP",EY,"
Atuar em projetos ágeis utilizando estrutura on-premisses, nuvem e soluções híbridas;
Desenvolver relacionamentos baseados em confiança com clientes;
Postado há 1 dia·","4,0"
ENGENHEIRO DE DADOS,Home office,Unidas,"
Desenvolver processos ETL para captura de dados nas diversas fontes utilizadas na cia.
Desejável noções em: Banco de Dados (MS-SQL, Oracle, MySQL); Modelagem de…
Postado há 19 dias·","4,1"
ENGENHEIRO DE DADOS,"Home office in São Paulo, SP",Conquest One,"Requisitos mandatórios: Domínio da linguagem SQL; Experiência em modelagem de dados relacional e não relacional, banco de dados Oracle e PostgreSQL;…Postado há 3 dias·","3,8"
ENGENHEIRO DE DADOS SR,Home office,Banco BV,"
Um banco nacional, o 5º maior banco privado do Brasil (ranking Banco Central).
Acompanhamento da qualidade das ingestões feitas no Big Query.
Postado há 4 dias·","4,2"
ENGENHEIRO DE DADOS,Home office,Zallpy Digital,"
Valorizamos o trabalho em equipe, as interações humanas e prezamos pela nossa autonomia como time e como produto.
Nossos dias são uma constante evolução.
Postado há 25 dias·",Sem informacao
ENGENHEIRO DE DADOS PLENO - (PROJETO VV),Home office,Mutant,"
Construir e executar consultas com base em solicitações de dados.
Experiência em extração/análise de dados serão considerados diferenciais.
Postado há 1 dia·","3,6"
