Cargo,Local,Empresa,Descrição,Rating
ENGENHEIRO DE DADOS,"Home office in São José dos Campos, SP",IONIC Health,"
Conhecer a linguagem SQL e bancos de dados estruturados;
Documentar as soluções desenvolvidas para compartilhamento com os clientes e com os demais membros do…
Postado há 6 dias·",Sem informacao
ENGENHEIRO DE DADOS,Home office,Myra,"
Conhecimentos de banco de dados relacional e SQL;
É entender que o aprendizado é a melhor parte da jornada.
Queremos ter o melhor time jogando com a gente, por…
Postado há 10 dias·","3,9"
ENGENHEIRO DE DADOS,Home office,Grupo V8,"
Criar ETL's e transformações necessárias;
Experiência profissional como Engenheiro de Dados.
Conhecimento de Apache Spark (preferencialmente com Python);
Postado há 13 dias·",Sem informacao
ENGENHEIRO DE DADOS,Home office,Cielo,"
Conforto em manipular e interpretar dados,.
Forte conhecimento em ferramentas e componentes de arquitetura de dados.
O dia a dia será fazendo o seguinte:
Postado há 10 dias·","4,2"
ENGENHEIRO DE DADOS GCP,Home office,Leega Consultoria,"
Projetar e construir pipelines de dados para apoiar projetos dentro dos squads seguindo as práticas recomendadas de engenharia de software;
Postado há 6 dias·",Sem informacao
ENGENHEIRO DE DADOS - 16826,"Home office in Campinas, SP",Bosch Group,"
Entendimento e mapeamento dos fluxos de dados vigentes.
Definir junto com time interno a arquitetura de dados futura.
Sua contribuição para algo maior:
Postado há 10 dias·","4,1"
ENGENHEIRO DE DADOS - (FOUNDRY_PALANTIR),"Home office in Barueri, SP",C&A,"
Experiência em análise de dados;
Será responsável pelo desenvolvimento e manutenção de pipelines de dados; para fazer análises de dados ad-hoc; e para criar…
Postado há 3 dias·","4,1"
ENGENHEIRO DE DADOS JR/PL,"Home office in São José dos Campos, SP",NPW Digital,"
Lidar com grandes volumes de dados e construir soluções de engenharia de dados que processam bilhões de registros por dia de forma escalonável usando…
Postado há 17 dias·",Sem informacao
ENGENHEIRO DE DADOS - (FOUNDRY_PALANTIR),"Home office in Barueri, SP",C&A,"
Experiência na criação e manutenção de pipelines de transformação de dados (ETL);
Postado há 3 dias·","4,1"
ENGENHEIRO DE DADOS JR/PL,"Home office in São José dos Campos, SP",NPW Digital,"
Construir, definir e expandir os limites da análise de dados;
Atuação com desenvolvimento em Java ou Python;
Conhecimento de Kafka, Kafka Streams e Hadoop;
Postado há 17 dias·",Sem informacao
