Cargo,Local,Empresa,Descrição,Link
Desenvolvedor Engenharia de Dados,"São Paulo, SP",Cognizant,"Bachelors in science , engineering or equivalent.Understand the functional/ nonfunctional requirements.Prepare the list of requirements and seek review inputs…",https://www.indeed.com/rc/clk?jk=6a910e2def60edf9&fccid=2df6a1e69a70a1e7&vjs=3
Engenheiro(a) de Dados Python pleno (remoto),Brasil,GeekHunter,"Conhecimentos de teoria de computação (arquitetura de software, POO e APIs), estruturas de dados e BD (SQL e NoSQL) e algorítmos (ML e DL).",https://www.indeed.com/rc/clk?jk=932c106837c196e4&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Dados,"Curitiba, PR",Delivery Center,Acompanhamento de terceirizações referentes a iniciativas e projetos de engenharia de dados;Preparação de dados para os analistas e cientistas de dados;,https://www.indeed.com/rc/clk?jk=500873a35422e798&fccid=042834906eac0956&vjs=3
Engenheiro de Dados PL/SR,"Curitiba, PR",Ewave do Brasil,"Prática no desenvolvimento de pipelines de dados, fazendo uso de Python.Construir fluxos de ETL, desde o mapeamento das fontes de dados e sistemas legados, ate…",https://www.indeed.com/rc/clk?jk=49f7a8f6f483f1d5&fccid=3e70db4eb9a109af&vjs=3
Engenheiro de Dados,"Barueri, SP",Leega Consultoria,Sólido conhecimento em banco de dados relacional;Modelagem de Dados Relacional e Dimensional.Experiência com esteiras de CI/CD.,https://www.indeed.com/rc/clk?jk=3690920eb2e7b18b&fccid=7a66856c5503017e&vjs=3
Engenheiro de Dados,"Rondonópolis, MT",Prowork Consultoria,"Conhecimento de bancos de dados SQL.Analise de dados e processos internos/ externos com finalidade de responder questões comerciais, além de identificar…",https://www.indeed.com/rc/clk?jk=879a217502e55e3d&fccid=ce1ea72f8e039a1d&vjs=3
Engenheiro(a) de Dados Pleno,"São Paulo, SP",GeekHunter,Desenvolvimento de bases de dados via SQL.A Studio Z é uma das maiores redes de fast fashion de calçados do Brasil.O que você irá fazer?,https://www.indeed.com/rc/clk?jk=3efa871795ce100e&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Dados Sênior - Techfin,"São Paulo, SP",TOTVS,"Construir de forma inovadora toda a arquitetura de dados, com vontade de experimentar e enfrentar com ousadia problemas de imensa complexidade e escopo, através…",https://www.indeed.com/rc/clk?jk=3df07e4d1fb95451&fccid=67d569b06da4f569&vjs=3
Engenheiro de Dados Sênior,"São Paulo, SP",Comunidade Cognitivo.ai,"Experiência com ferramentas de orquestração de fluxo de dados (Airflow, Luigi e etc);Na nossa comunidade, você tem a oportunidade de aprender com os melhores…",https://www.indeed.com/rc/clk?jk=885203be3c8dd991&fccid=3869f0773bcb2bd3&vjs=3
Engenheiro de Dados,"Porto Alegre, RS",Lojas Renner,Essa pessoa atuará em conjunto com os times de ciência de dados e de machine learning no desenvolvimento e no uso de tecnologia de dados para projetos da…,https://www.indeed.com/rc/clk?jk=0433c97836f66eef&fccid=0421650f9c724b35&vjs=3
Engenheiro(a) de Dados [Java/Scala],Rio Grande do Sul,Datum,"Um mundo cheio de desafios;Framework de processamento distribuído Spark;Sua stack é ETL, Java e Scala?A @Datum quer adicionar você!",https://www.indeed.com/rc/clk?jk=b2386c343af02910&fccid=c3e4d3c466aa1662&vjs=3
Analista Pl (Engenharia de Dados),"São Paulo, SP",GPA,Desenvolvimento de integrações de dados no ecossistema Hadoop;Organização e garantia da comunicação entre os dados do lake as demais aplicações da diretoria …,https://www.indeed.com/rc/clk?jk=b428f917c98b85df&fccid=83fb4cf0f3db6c61&vjs=3
Engenheiro de Dados - Splunk,"São Paulo, SP",Indra,"Experiência em criação de painéis, otimização de consultas e melhorias de performance.Opção de inclusão de dependentes no Gympass (até 03 dependentes - pago…",https://www.indeed.com/rc/clk?jk=3e51e8bb88577133&fccid=7ebf81831a412784&vjs=3
Estágio em Engenharia de Dados,"Curitiba, PR",MadeiraMadeira,"Utilizando técnicas para a sustentação de arquiteturas escaláveis no ambiente da AWS, desenvolvendo a coleta dos dados por meio de serviços ou Jobs,…",https://www.indeed.com/rc/clk?jk=8d872e82ddb89361&fccid=7522264cf9717691&vjs=3
Engenheiro(a) de Dados,"Rio de Janeiro, RJ",B2W Digital,Arquitetar e estruturar plataforma de dados em nuvem capaz de receber milhares de acessos simultâneos;Capacidade de contribuir com otimizações de arquitetura…,https://www.indeed.com/rc/clk?jk=dff864389decccbf&fccid=9a54cd3cc68df0fc&vjs=3
Engenheiro(a) de Dados (remoto) JavaScript,Brasil,GeekHunter,"O que você irá fazer?The day-to-day work of a data engineer includes:Building and maintaining data pipelines using Kubernetes, Airflow and AWS Stack.",https://www.indeed.com/rc/clk?jk=5ec7ea334c532433&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de dados - Especialista | Cloud AWS,"São Paulo, SP",Semantix,"Quer impactar bilhões de vidas com dados?Experiências com desenvolvimento de Data Lake especialmente utilizando componentes AWS (S3, Athena) e pipeline de dado…",https://www.indeed.com/rc/clk?jk=48a663d22a791d89&fccid=20001ab64f271f8d&vjs=3
Engenheiro de Dados Sr - Splunk,"São Paulo, SP",Semantix,Quer impactar bilhões de vidas com dados?Curso de inglês e espanhol (in company) - Após 03 meses de empresa.Criar comandos em python e Desenvolver scripts que…,https://www.indeed.com/rc/clk?jk=a55f5983cd7259b0&fccid=20001ab64f271f8d&vjs=3
Engenheiro de Dados,"São Paulo, SP",Moot It Consulting,"Capacidade de configurar pipelines de implantação;Experiência prática com um banco de dados do tipo coluna (por exemplo, Google Bigquery, Amazon Redshift,…",https://www.indeed.com/rc/clk?jk=f58e14aa894f7e4c&fccid=604f8daddc31c0b7&vjs=3
Engenheiro de Dados - Junior,"Campinas, SP",Gateware IT,Responsável por encontrar tendências nos conjuntos de dados e desenvolver algoritmos para transformar os dados brutos em informações úteis para tomada de…,https://www.indeed.com/rc/clk?jk=b35e256fb9200f28&fccid=a562518da27c66ae&vjs=3
Engenharia de Dados,Remoto,A3Data,"Integração das plataformas de visualização de dados com Cloud.Experiência com ferramentas de orquestração de pipeline de dados (Airflow, StepFunctions ou…",https://www.indeed.com/rc/clk?jk=693638f6b3c5100a&fccid=da9a0f944ccb7f3b&vjs=3
Engenheiro de Dados,Paraná,HEROSPARK,"Você será responsável por trabalhar na modelagem, estruturação e manutenção de novos bancos de dados, auxiliar os setores a puxarem dados de softwares através…",https://www.indeed.com/rc/clk?jk=fb21078401dd1692&fccid=246eab63600527dd&vjs=3
PESSOA ENGENHEIRA DE DADOS,Brasil,Fox Human Capital,"+4 anos de experiência com SQL, bancos de dados relacionais e administração de Banco de Dados.Deverá interagir com analistas de dados e profissionais de…",https://www.indeed.com/rc/clk?jk=24d2e4f5436f43b8&fccid=4bbf7251d41a576b&vjs=3
Engenheiro de Dados - Pleno,"Campinas, SP",Gateware IT,Responsável por encontrar tendências nos conjuntos de dados e desenvolver algoritmos para transformar os dados brutos em informações úteis para tomada de…,https://www.indeed.com/rc/clk?jk=47b090d8e3f565e5&fccid=a562518da27c66ae&vjs=3
Engenheiro de Dados Sênior,"Rio de Janeiro, RJ",Robert Half,"Desenvolvimento de pipelines de dados, armazenamento e catálogo de dados;Experiência em levantamento de dados e arquitetura de sistemas...",https://www.indeed.com/rc/clk?jk=55f06b6802bfdc55&fccid=bc2f0862932e35da&vjs=3
Engenheiro de Dados Pleno e Senior,Brasil,Arquivei,Definição e implementação de arquiteturas escaláveis de processamento de dados.Já passou por migrações de banco de dados.Lidar com um grande volume de dados;,https://www.indeed.com/rc/clk?jk=960bd2eb5310fd2b&fccid=3103743d11e79a7b&vjs=3
Engenheiro(a) de Dados sênior Python (remoto),Brasil,GeekHunter,"Participará de uma squad composta pelo Gerente de Projetos, Cientista de Dados e Desenvolvedores.Noções de arquitetura de software e DevOps são diferenciais.",https://www.indeed.com/rc/clk?jk=ba65b3a7fa41a810&fccid=9ba8dec3013c0c90&vjs=3
ENGENHEIRO DE DADOS,Remoto,Sotran Logística e Trasnporte,O engenheiro de software na Sotran é o profissional responsável por dar vida a todas as nossas ideias e planos de crescimento.Amam o problema e não a solução.,https://www.indeed.com/rc/clk?jk=75ea506862f16cfd&fccid=d5572254c0537085&vjs=3
Engenheiro(a) de Dados Python pleno,"Hortolândia, SP",GeekHunter,Auxiliar na Criação / Gerenciamento de bancos de dados e serviços de integração de dados.Habilidades de banco de dados relacional e não relacional.,https://www.indeed.com/rc/clk?jk=ae33421622f1c5eb&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Dados Sênior,"Curitiba, PR",Logcomex,"Desenvolver, construir, testar e manter as arquiteturas dos bancos de dados e sistemas de processamento de dados em tempo real e de forma distribuída;",https://www.indeed.com/company/Logcomex/jobs/Engenheiro-Dados-S%C3%AAnior-114ad351d06499d8?fccid=be47abca78d46fd7&vjs=3
Engenheiro de Dados,"São Paulo, SP",Curriculum.com.br,"Responsável pelo Data Lake, no seu funcionamento e na forma como as outras áreas farão o uso dos dados corretamente; Desenvolver e manter pipelines de dados em…",https://www.indeed.com/rc/clk?jk=f11621d2ee8572d6&fccid=22d7ce555383096d&vjs=3
Pessoa Engenheira de Dados,"São Paulo, SP",Centauro - Tecnologia,Atuar no processo de ingestão de dados de diversas origens para o datalake;Ferramentas de ingestão de dados (preferencialmente NIFI) e experiência com captura…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bi5u76Ld_sxd6zyVzm-n0rcgJ6sMTQNxuBzlKobx1pgS0J6d6FoUqOhhmKQgWcUD1jDvcnwwLjs-VkuujggZQiPjyLPfa0Xjmp-oZJvTHJy385fa3NB35R9oKh10yPxgVUusPyA1UP0b4mPucunJM-ApRPHouJlIH1MH3sIKx8oQHT9P0JmQYjsCX-xGeo_QQEiE6QFfKEZxNqxS7FMSZwUXncvqGes1eNcHz1Hk9IR4aADQbHVmzIvUXdyY7za8tEpoXZPofsIlwJNypjphSxObgK_Uhahq-XlMutE4JGKHuoQqRWMR2bo-EB7GPJ11FzC632JpZ3YYra1axtuw_tIaG3O9oniwxGi02QmqNgPzc0nigQwO--6e9qFh1Yx1zV2PFR0_wv-DXk7478m9nHZg9JAqCN_ui5UVem_Zt0SiYOngGOMzsPEGrEh-BBHG0MuihtTQAW4KpmwoClsW3WPKzb_XqzQa8D6srLhBl-12zywi241NOe47aPOGjON20iHRRQOQyKruJvNjwEJWHHSQry7JbvnlpAr4oVu0HpHGVjPvB7fV7jMumHPfsAK08zyeW-XYY9jYafLnJBZQQpZN7B5mjLf3ek8eK2SAzIeEl9KhhNEU-S&p=4&fvj=0&vjs=3
Engenheiro de Dados,"São Paulo, SP",HAYS,"Você será responsável por construir e otimizar pipelines de dados, arquiteturas e conjuntos de dados complexos e não estruturados, além de manipular, processar…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoTxFJcHFnRJPy6xCSltLIFs0Zl2YQArntwLUrrwmx0VeGPwQOv2A2AoEg-fO0f6w_rhe4XmGE-oBb5SLDO30Cu2LH3CYfDpb6GKgTo8MY5-lel4Qzd_tFFrjWmnu4tZx_DF3eLMud_VTU7y4I143sMaWs-H6VP9FuLv9ddkancYA86wEDXtNGzmKOYdwpKBj1ojukQtZxGcKE_935G7WfqoD2GG8ZpS7L9Hm1WpAn187_6laAnS2Wu4q0loEZWRnpFScgRWCDgHfghElegIG4rkotTFCDTQVoUALCAxR452EUcIjPt6hRxCEd4oCXnnF7jEToKrqo7OkTpbXAWw4CBWkA1Z9iuCN3VX1wS2uGkvATJfDbDzf1B5yqcJp2F8KLfd2aK8wtCmDc_ZhjR0OiIzMeuLnZDBdBMViuOmkBKUT_IyJN460edvD0_1hXFuKyBTnIZLVjNhdPqYQV2ESrDE0zedaf49jTWAMSmkbqPjxvVILy8FIJ38eUR2PVLf2Si1pmqS_X6wAX8LmYeAryv2RY7oKV3O9PX2V6tbfp8fBfwcV0RU4v86FvD4f335-bTFtU85Ui3J98F9WIXW0CwbDTAjTAYV1oiVgm42Gdt9Zw1yUOmnimiW3mQaMZg3K4XUqUy9cxVNUM0wPC1HYKp7avKSCvCs4lDazWLelXqgdJJGkwICfD&p=5&fvj=0&vjs=3
Engenheiro de Dados (AWS),"São Paulo, SP",NUMEN,Conhecimento em banco de dados relacional.A #Numen está em busca de um Engenheiro de Dados para compor o time de Data & Analytics e atuar em time global com…,https://www.indeed.com/rc/clk?jk=89cf8354b7a63901&fccid=e1236e98ca1e8ef8&vjs=3
Engenheiro(a) de Dados Python,"São Paulo, SP",GeekHunter,Evoluir modelos de dados e data schemas para atender novos requisitos de engenharia e negócios;Experiência com ferramentas de orquestração de fluxo de dados …,https://www.indeed.com/rc/clk?jk=f85f045d415c9023&fccid=9ba8dec3013c0c90&vjs=3
ENGENHEIRO DE DADOS,"Rio de Janeiro, RJ",CASA&VIDEO,"Criar e manter microsserviços de dados que provêem funcionalidades diversas, para tratamento e ingestão de dados, controles de qualidade dos dados, compor…",https://www.indeed.com/rc/clk?jk=306fd97a045d33f8&fccid=80878ab275ac03c5&vjs=3
[SP] Engenheiro de Dados Sr.,"São Paulo, SP",RADIX Engenharia e Software,"Transformar de dados (manipulação de dados, estruturação de dados, transformações matemáticas, transformações estruturais, leitura e parse de arquivos - excel,…",https://www.indeed.com/rc/clk?jk=b836c6866281c357&fccid=833e800ebc6f3f29&vjs=3
Engenheiro de Dados,"Betim, MG",JDC,"Capacidade de pesquisa para melhoria contínua do processo de ingestão de dados.Somos uma consultoria de tecnologia especializada em BI, Analytics, Planejamento…",https://www.indeed.com/rc/clk?jk=ce211e70b918892b&fccid=445854a099a5d9bc&vjs=3
Engenheiro de Dados Sênior,"Curitiba, PR",Ewave do Brasil,"Construir fluxos de ETL, desde o mapeamento das fontes de dados e sistemas legados, até o tratamento e aplicação de regras de negócios e disponibilização nas…",https://www.indeed.com/rc/clk?jk=572dd2458992b1f3&fccid=3e70db4eb9a109af&vjs=3
Engenheiro(a) de Dados Big Query,"São Paulo, SP",GeekHunter,Desenho de Arquitetura de Soluções num contexto de metodologias ágeis;Liderança de coordenação de equipe;Coordenar as reuniões de trabalho para a captação de…,https://www.indeed.com/rc/clk?jk=720cd80bd9e74668&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Dados,"Rondonópolis, MT",Só Talentos,"Conhecimento de bancos de dados SQL.Analise de dados e processos internos/ externos com finalidade de responder questões comerciais, além de identificar…",https://www.indeed.com/rc/clk?jk=45001a85498351ce&fccid=9384affc4ae4f031&vjs=3
Engenheiro de Dados - Senior,"Campinas, SP",Gateware IT,Responsável por encontrar tendências nos conjuntos de dados e desenvolver algoritmos para transformar os dados brutos em informações úteis para tomada de…,https://www.indeed.com/rc/clk?jk=1249d3186c418e68&fccid=a562518da27c66ae&vjs=3
Engenheiro de Dados Sênior - Tech Lead,"Florianópolis, SC",Linx+Neemu+Chaordic,"Tem experiência e conhecimentos em engenharia de dados, e na criação e manutenção de pipelines de dados;Temos grandes desafios tecnológicos dado a quantidade…",https://www.indeed.com/rc/clk?jk=78c4f7d8ea4143a8&fccid=ac98fd0da84f31d4&vjs=3
Engenheiro de Dados Sênior - Tech Lead,"Florianópolis, SC",Linx,"Tem experiência e conhecimentos em engenharia de dados, e na criação e manutenção de pipelines de dados;Temos grandes desafios tecnológicos dado a quantidade…",https://www.indeed.com/rc/clk?jk=4934731d5bac512d&fccid=ac98fd0da84f31d4&vjs=3
Engenheiro de Dados,"Curitiba, PR",Ewave do Brasil,"Experiência prévia em desenvolvimento de códigos para automação, criação de fluxos de dados, e manutenção de estruturas em ambiente local e nuvem.",https://www.indeed.com/rc/clk?jk=86447eff60626f30&fccid=3e70db4eb9a109af&vjs=3
Engenheiro(a) de Dados pleno Python,"São Paulo, SP",GeekHunter,"Conhecimento em modelagem de dados; Vivência em ambientes com processos Ágeis; Desejável PySpark, engenharia de sofware e design patterns.O que você irá fazer?",https://www.indeed.com/rc/clk?jk=c1f06a7cef201f5c&fccid=9ba8dec3013c0c90&vjs=3
Estágio Nível Superior para atuar na área de engenharia de d...,"Florianópolis, SC",Dígitro,"Modelagem de dados, elaboração de scripts de banco de dados, ETL, desenvolvimento javascript, node, python.Cadastre seu currículo na nossa base de dados.",https://www.indeed.com/rc/clk?jk=f6720a82928c24ec&fccid=74915234278a41ef&vjs=3
Engenheiro(a) de Dados,"Belo Horizonte, MG",GeekHunter,Processo de preparação de dados.Utilização dos conceitos de classificação e previsão de dados para construção de modelos de machine learning;,https://www.indeed.com/rc/clk?jk=de8ef86e05ded3ad&fccid=9ba8dec3013c0c90&vjs=3
Engenheiro de Dados - Cloudera,"São Paulo, SP",Leega Consultoria,Engenheiro de Dados Cloudera ( conhecimentos em nuvem Oracle).Se você busca uma empresa dinâmica e parceira e que investe em seus colaboradores através de…,https://www.indeed.com/rc/clk?jk=4d8d60045ac19884&fccid=7a66856c5503017e&vjs=3
Analista de Dados (Engenheiro de Dados),"Rio de Janeiro, RJ",Morning Star Consulting,"Responsável pelo ciclo completo de uma aplicação de BI;Realizar o processo de ETL, criação de Data Marts e os integrando em um Data Warehouse e visualização…",https://www.indeed.com/company/Morning-Star-Consulting/jobs/Analista-Dados-a73136992096939b?fccid=015452ffb4c1add7&vjs=3
Pessoa Engenheira de Dados III,Remoto,Involves,"Como pessoa engenheira de dados, você ajudará a construir e manter bases de dados confiáveis, consistentes e organizadas para geração de insights e tomada de…",https://www.indeed.com/rc/clk?jk=1b79b7be1f1a2d10&fccid=6ed0979ab9cc882a&vjs=3
Engenheiro de Dados - Big Data,"São Paulo, SP",Indra,"Big data (Hive, HBase, Spark, Pig), Python e ShellScript Linux/Unix;Formação : Estatístico, Matematica e ou cursos co relacionados e ou TI.",https://www.indeed.com/rc/clk?jk=713b06ca06088bdb&fccid=7ebf81831a412784&vjs=3
Engenheiro de Dados,"Joinville, SC",Docol,"Conhecimento de Bibliotecas de manipulação de arquivos e visualização de dados (Pandas, Numpy e Matplotlib).Manutenção da governança dos dados.",https://www.indeed.com/rc/clk?jk=c9ec31d3a18dd8ee&fccid=b0d0423b52511431&vjs=3
Engenheiro de Dados III,"São Paulo, SP",Padrão,"Construir junto com todo o time, usando princípios de engenharia de software para resolver desafios de produção e ajudando as equipes a serem orientadas por…",https://www.indeed.com/rc/clk?jk=a30d509e1ec2b49e&fccid=2276a97f0fee6ae4&vjs=3
Engenheiro(a) de Dados,"São Paulo, SP",Datum,"Modelagem de dados NoSQL, Big Data, SQL;Sua stack é Engenharia de Dados?Um mundo cheio de desafios;Experiência com arquitetura de plataformas Batch e Real…",https://www.indeed.com/rc/clk?jk=3709541e7e3cd5c8&fccid=c3e4d3c466aa1662&vjs=3
Engenheiro(a) de Dados pleno Python (remoto),"São Paulo, SP",GeekHunter,Criação prévia ou manutenção de pipelines de dados complexos;Análise de desempenho de queries.Desenvolver e manter a infraestrutura de nossos dados;,https://www.indeed.com/rc/clk?jk=2649010bf15d38e7&fccid=9ba8dec3013c0c90&vjs=3
Engenharia de Dados | Presencial,"São Paulo, SP",Ambev Tech,Propor e implementar melhoria contínua dos processos de tratamento de dados.Traduzir os requisitos de negócio e funcionais para especificar processos de…,https://www.indeed.com/rc/clk?jk=1dbe4f25d7a44de3&fccid=659e51f3cf9c394c&vjs=3
Engenheiro(a) de Dados | Advertising,"Poá, SP",Grupo Globo,"Conhcimento de banco de dados não relacionais;Domínio de engenharia de software, princípios, boas práticas e padrões de arquitetura;Como será seu dia a dia:",https://www.indeed.com/rc/clk?jk=9f77d4899237c2dd&fccid=6da01c3697389cb5&vjs=3
Pessoa Engenheira de Dados,"São Paulo, SP",Share RH,Realizar avaliação de conformidade dos processos de integração de dados.Construir os processos de ingestão e integração de dados estruturados com.,https://www.indeed.com/rc/clk?jk=caceca41e3d409fc&fccid=a348a1a87f84f063&vjs=3
Analista de Engenharia de Dados Sr,"Barueri, SP",C&A,Desenvolver fluxos de tratamento de dados utilizando Python;Experiência em tratamento de dados utilizando Python;A C&A é muito eu.,https://www.indeed.com/rc/clk?jk=a028f9e57f536c5b&fccid=a4cd2f6890a2a328&vjs=3
Engenheiro de Dados / Desenvolvedor Python ( remoto),"São Paulo, SP",HOLDEN Recruiting Talents,Estamos atendendo grande player da área de tecnologia e buscamos.Analista de Dados (BI)/ Desenvolvedor Python Sênior.,https://www.indeed.com/rc/clk?jk=9980409c9d6fc295&fccid=b1def06b42bdc2ee&vjs=3
Engenheiro(a) de Dados | Advertising,"Poá, SP",Globo,"Conhcimento de banco de dados não relacionais;Domínio de engenharia de software, princípios, boas práticas e padrões de arquitetura;Como será seu dia a dia:",https://www.indeed.com/rc/clk?jk=aaa5c9ca37dbde70&fccid=69cd436cef8c3dbe&vjs=3
Engenheiro(a) de Dados Java Pleno,Brasil,GeekHunter,"Nesta oportunidade você irá pesquisar, definir e desenvolver as soluções de processamento, armazenamento e disponibilização de grandes volumes de dados que…",https://www.indeed.com/rc/clk?jk=42194ebcee5f4d69&fccid=9ba8dec3013c0c90&vjs=3
ANL ENGENHARIA TI SR - Comunidade de Dados,"São Paulo, SP",Itaú Unibanco,"Atuação como engenheiro de software, sendo responsável em participar de todo o ciclo de vida e desenvolvimento da solução envolvendo demandas da RT de…",https://www.indeed.com/rc/clk?jk=9a0d34681f92eeac&fccid=df3b23afae2f3514&vjs=3
Engenheiro de Dados Sênior,"São Paulo, SP",Leega Consultoria,"Profissional de boa comunicação com a área técnica e usuários de negocio, organizado, pontual, analítico e a pró atividade é de extrema importância no cliente.",https://www.indeed.com/rc/clk?jk=06bfea8fdf3d05b4&fccid=7a66856c5503017e&vjs=3
Engenheiro de Dados,"Campinas, SP",Kumulus Cloud e Data,"Analise e levantamento de requisitos, definição e modelagem de dados, extração, transformação e apresentação de dados.Domínio de conceitos de Camada Semântica;",https://www.indeed.com/rc/clk?jk=f646cef64225917e&fccid=76ecbc8b9a3a49ff&vjs=3
Engenheiro(a) de dados - Pleno,Remoto,Contabilizei,Cria rotinas de integração de dados conforme a necessidade verificada pela área de dados.Apoiar os demais em problemas de média complexidade ao longo de…,https://www.indeed.com/rc/clk?jk=71951c80e638d028&fccid=cebf37842b6ae1c3&vjs=3
Engenheiro(a) de Dados,"Rio de Janeiro, RJ",brMalls,"Conhecimento de integração de dados batch e real time;Conhecimentos em ferramentas de ETL, integração, banco de dados e visualização;",https://www.indeed.com/rc/clk?jk=e89d32bc7c42ef97&fccid=ea5113a84a7166e9&vjs=3
Engenheiro de Dados Sr,"São Paulo, SP",SPC Brasil,"Somos uma empresa de Inteligência de Dados e Tecnologia, oferecemos soluções a consumidores e empresários com o objetivo de facilitar a realização de negócios…",https://www.indeed.com/rc/clk?jk=62cf86eaca7e7e59&fccid=d829f1c4affe200a&vjs=3
Engenheiro de Dados - Bari Service,"Curitiba, PR",Banco Bari e Grupo,"Construir fluxos de ETL, desde o mapeamento das fontes de dados e sistemas legados, até o tratamento e aplicação de regras de negócios e disponibilização nas…",https://www.indeed.com/rc/clk?jk=363e7b802b429e51&fccid=2022686fd8d4e41c&vjs=3
Engenheiro de Dados - Sênior | Spark,"São Paulo, SP",Semantix,"Quer impactar bilhões de vidas com dados?O Profissional atuará junto à área de credito no cliente, predominantemente com manipulação de dados (data preparation…",https://www.indeed.com/rc/clk?jk=de428ae47df75a38&fccid=20001ab64f271f8d&vjs=3
Engenheiro de Dados - Sênior | Hadoop,"São Paulo, SP",Semantix,"Deverá ter entendimento de Arquitetura de Dados FastData, NearRealtime, Realtime, Batch e Modelagem de Dados, além de atuar como engenheiro de Dados, para…",https://www.indeed.com/rc/clk?jk=db1b3f0f0656f56e&fccid=20001ab64f271f8d&vjs=3
