Cargo,Local,Empresa,Descrição,Rating
ANALISTA DE DADOS,"São José dos Campos, SP",TerraMagna,"
Experiência com ferramentas de visualização de dados;
Experiência em análise de dados e gestão de KPIs;
Boa comunicação, exposição de dados e senso de urgência.
PostedHoje·",Sem informacao
ANALISTA DE DADOS PLENO - HOME OFFICE,"Home office in São Paulo, SP",RUFINO HR CONSULTING,"
Responsável pela análise, compilação e validação do banco de dados.
Manter os dados atualizados e a segurança das informações conforme as políticas da…
PostedHoje·",Sem informacao
ANALISTA DE DADOS JÚNIOR,Home office,Qexpert,"
Conhecimento em modelagem de dados;
Conhecimento em banco de dados relacionais e não relacionais;
Desenvolvimento de rotinas automatizadas para sincronização de…
Postado há 19 dias·",Sem informacao
ANALISTA DE DADOS,"São Paulo, SP",Schneider Electric,"
DescriÃ§Ã£o do cargo:
The Data Collection Associate I will work with suppliers and customer contacts to obtain copy invoices, which can come via various…
Postado há 19 dias·","3,7"
ANALISTA DE DADOS JR,Home office,Seazone,"
Como será um dia de trabalho típico na Seazone?
Fazer parte dessa equipe significa que você ajudará a compor um time de excelência para trabalhar internamente…
Postado há 30+ dias·",Sem informacao
ANALISTA DE DADOS - PLENO (HÍBRIDO OU REMOTO),"Home office in Blumenau, SC",Recrutamento Externo,"
Você é apaixonado por dados?
Criar ferramentas para armazenar dados;
Gerenciar soluções analíticas e de BI que transformem dados em conhecimento;
Postado há 22 dias·",Sem informacao
ANALISTA DE DADOS COMERCIAIS,Home office,LIV - Laboratório Inteligência de Vida,"
Criar rotinas de extração, tratamento e análise de dados;
Experiência com análise de dados de venda e pós-venda;
Estamos em busca de uma pessoa inconformada!
Postado há 22 dias·",Sem informacao
ANALISTA DE DADOS JÚNIOR (JAMES DELIVERY),Home office,GPA,"
Análise comportamental de dados visando identificar padrões de fraude;
Trabalhamos pensando no presente e no futuro do varejo alimentar, de forma transversal…
Postado há 29 dias·","4,2"
ANALISTA DE DADOS | TRIBO CRM,Home office,Lojas Renner,"
Conhecimento para consultar bases de dados SQL.
Experiência em analise de dados de varejo;
Extração de dados de fontes primárias e secundárias e, em seguida,…
Postado há 30+ dias·","4,2"
ANALISTA DE DADOS | SÊNIOR,"São José dos Campos, SP",Quero Educação,"
Experiência como desenvolvedor (não necessariamente relacionada à análise de dados);
Experiência com ferramentas de processamento e análises de dados (SQL,…
Postado há 30+ dias·","3,9"
ANALISTA DE DADOS,Home office,Moka Info,"
Especificar consultas para o time de TI, de acordo com padronização.
Especificar bases que alimentará o dashboard.
Especificar dashboard para o time de TI.
Postado há 30+ dias·",Sem informacao
