Cargo,Local,Empresa,Descrição,Rating
CIENTISTA DE DADOS JR,Home office,CASA&VIDEO,"
Existimos para tornar acessíveis os sonhos dos nossos clientes.
Bom conhecimento de conceitos estatísticos;
**Olha, essa vaga também é destinada a PCDs***.
Postado há 7 dias·","3,9"
CIENTISTA DE DADOS JUNIOR,Home office,Mutant,"
Para MLOps, o profissional poderá atuar desde as etapas de preparação dos dados à otimização dos códigos desenvolvidos;
Conhecimentos em SQL e Python;
Postado há 1 dia·","3,6"
CIENTISTA DE DADOS JÚNIOR 1,"Curitiba, PR+1 local",EY,"
Conhecimento em análise exploratória e mineração de dados;
Experiência no uso de banco de dados (ex.: Oracle, SQL Server, MySQL, PostgreSQL, Azure SQL, MariaDB…
Postado há 1 dia·","4,0"
CIENTISTA DE DADOS PLENO,Home office,Fretebras,"
Programação em Python ou R;
Análises de métodos estatísticos e bibliotecas para construção de modelos de Machine Learning (como scikit-learn, statsmodels, keras…
PostedHoje·",Sem informacao
CIENTISTA DE DADOS,Home office,A3Data,"
Realizar análise exploratória dos dados;
Possuímos conhecimento nas mais variadas tecnologias, o que nos permite moldar soluções abrangentes e flexíveis.
Postado há 7 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Clicksign,"
Aplicar análises exploratórias, análises estatísticas, análises prescritivas, análises preditivas em uma grande massa de dados, atuando junto aos analistas na…
Postado há 4 dias·",Sem informacao
CIENTISTA DE DADOS E ANALYTICS – ESPECIALISTA,Home office,Cielo,"
Ferramentas de visualização de dados - Tableau, Microstrategy, PowerBI etc.
Interagir com diversos stakeholders para assegurar entendimento da necessidade e…
Postado há 1 dia·","4,2"
CIENTISTA DE DADOS,"Home office in São Paulo, SP",Liv Up,"
Utilizando nossa plataforma de dados, nosso time constrói produtos que utilizam algoritmos de Machine Learning e otimização de restrições para encantar nossos…
Postado há 30+ dias·","4,3"
CIENTISTA DE DADOS,Home office,Carguero,"
Proficiência na extração de dados utilizando SQL;
Conduzir projetos de Ciência de Dados voltados para diversas áreas;
Postado há 12 dias·",Sem informacao
"CIENTISTA DE DADOS (PYTHON, JAVASCRIPT, MONGODB E R)",Home office,Turing.com,"
Expandir os dados com fontes de informações de terceiros.
Melhorar os procedimentos de coleta de dados para incluir informações relevantes para o…
PostedRecém publicada·",Sem informacao
CIENTISTA DE DADOS JR - POLÍTICAS DE CRÉDITO,Home office,Open Co,"
Tem uma visão de mundo em que a tecnologia é integrada ao negócio;
Conhecimento em alguma linguagem de programação (Ex: Python, SQL, etc.);
Postado há 22 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Kenlo,"
Coletar, limpar, armazenar, organizar, integrar dados e contribuir na criação de pipelines de dados com nosso time de engenheiros;
Postado há 6 dias·",Sem informacao
CIENTISTA DE DADOS - BRADESCO SEGUROS,"Barueri, SP",Cia de Talentos,"
Bacharelado ou licenciatura concluídos a partir de jul/2020 até dez/2022 ou tecnólogo a partir de jul/2020 até dez/2021 em cursos de exatas ou tecnologia.
Postado há 30+ dias","4,4"
CIENTISTA DE DADOS PLENO,"Home office in São Paulo, SP",Clearsale,"
Experiência em análise de dados;
Sabe manipular grandes volumes de dados;
Trabalho com grandes volumes de dados com extração e manipulação de grandes conjuntos…
Postado há 22 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Track,"
Coletar grandes quantidades de dados.
Bancos de dados relacionais como MySQL e Postgre.
Banco de dados NoSQL como MongoDB e DinamoDB.
Como será o seu dia a dia:
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS SÊNIOR,"Uberlândia, MG",Obuc Gestão de Dados,"
Realizar criação de queries e ETLs, utilizando conhecimento de banco de dados (SQL) e implementar conexão com cloud e APIs.
Programa de saúde e bem-estar;
EmployerAtiva 4 dias atrás·",Sem informacao
CIENTISTA DE DADOS INTERNACIONAL - PLENO (REMOTO),"Home office in Florianópolis, SC",Bix,"
Familiaridade em criar notebooks e limpar dados;
Familiaridade com banco de dados e SQL;
Experiência em ferramentas de BI e engenharia de dados.
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS,"São Paulo, SP",Centro de Excelência Votorantim BR,"
Buscamos por cientistas de dados para integrar o time do Centro de Excelência Votorantim na área de Data Analytics.
É importante que você conheça sobre:
Postado há 30+ dias·",Sem informacao
"CIENTISTA DE DADOS (PYTHON, IA, ML E DEVOPS)",Home office,Turing.com,"
Pelo menos 3 anos de experiência relevante como cientista de dados.
Projetar, executar e aprimorar o funil de ML para modelos e conjuntos de dados com controle…
Postado há 5 dias·",Sem informacao
CIENTISTA DE DADOS/MACHINE LEARNING PYTHON PLENO (REMOTO),"Home office in Vila Mariana, SP",Lean Saúde,"
Análise exploratória de dados, limpeza, enriquecimento de dados e pré-processamento de dados, por meio de métodos semi-automatizados via python e suas…
Postado há 7 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Hexacta,"
Ajudar a identificar oportunidades de alto valor que possam ser endereçadas com o uso de dados e machine learning.
Evangelizar a cultura data-driven na empresa.
Postado há 9 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Cielo,"
+ 3 anos de experiência como Cientista de Dados ou função semelhante envolvendo extração de dados, análise, modelagem estatística e visualização de dados.
Postado há 30+ dias·","4,2"
CIENTISTA DE DADOS,Home office,CashMe,"
Familiaridade Linguagens de Consulta em banco de dados relacional – (T-SQL).
Conhecimento Banco de dados Relacional – (PostgreSQL, mySQL, SQL Server, MariaDB).
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS - BRADESCO SEGUROS,"Barueri, SP",Cia de Talentos,"
Conhecimento em técnicas de modelagem estatística, modelos preditivos e de dados, Power BI, banco de dados, e inglês intermediário serão considerados um…
Postado há 30+ dias","4,4"
"CIENTISTA DE DADOS (PYTHON, R, SAS E MATLAB)",Home office,Turing.com,"
Ao menos 3 anos de experiência relevante como cientista de dados.
Ajudar em tarefas como limpeza de dados, data wrangling, análise quantitativa e mineração de…
EmployerAtiva 9 dias atrás·",Sem informacao
CIENTISTA DE DADOS,Home office,CLAMED Administrativo,"
Desenvolve visualizações de dados em ferramentas de BI.
Faz modelagem de dados, interpretando e analisando estatisticamente os resultados;
Postado há 15 dias·",Sem informacao
CIENTISTA DE DADOS JR,"Home office in Fortaleza, CE",FortBrasil,"
Convênio com o Cartão Vai Bem;
Postado há 15 dias·","4,3"
CIENTISTA DE DADOS - POLÍTICAS DE COBRANÇA,Home office,Open Co,"
Facilidade com programação para análise de dados (Ex: Python, SQL, SAS);
Indicadores para gestão da carteira em cobrança (Rolagem, Eficiência, FPD, Perda…
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Indra,"
O) Modelagem de dados e gerenciamento de múltiplas bases de dados.
C) Cientista de Dados Sênior - 03 anos em ciência de dados.
Postado há 30+ dias·","3,8"
CIENTISTA DE DADOS,Home office,Cielo Tech_Oportunidades em Tecnologia,"
Ter publicações ou portfolio, participação em competições, ou participado em algum Hackathon com foco em dados.
Postado há 20 dias·",Sem informacao
CIENTISTA DE DADOS SÊNIOR - CRÉDITO E FRAUDE,Home office,C6 Bank,"
O time de Data Science do C6 Bank está buscando novas(os) integrantes.
O formato é híbrido ou full-remote.
Atualmente mais da metade da equipe reside fora de…
Postado há 7 dias·","4,2"
CIENTISTA DE DADOS - PLENO - REMOTO #381,"Home office in São Paulo, SP",iBlue Consulting,"
Conhecimento em estruturação e transformação dos dados;
Realizar o fornecimento dos serviços especializados na criação de modelos de previsão de vendas;
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS,"São Paulo, SP",Flix,"
Conhecimento em linguagens de programação de análise de dados (R, Python, Hadoop e SQL);
Visualização de Dados; Data Mining, Machine Learning;
Postado há 12 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Brivia,"
Seja qual for o seu gênero, orientação sexual, idade, raça, etnia, crença ou deficiência, todos são bem-vindos no nosso time.
No dress code, seja 100% você;
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS PLENO - POLÍTICAS DE FRAUDE,Home office,Open Co,"
Experiência com visualização de dados como Quicksight, Metabase, Redash, Tableau;
Linguagem de programação e ferramentas para o desenvolvimento de análises,…
Postado há 26 dias·",Sem informacao
