Cargo,Local,Empresa,Descrição,Rating
CIENTISTA DE DADOS - BRADESCO SEGUROS,"Barueri, SP",Cia de Talentos,"
Bacharelado ou licenciatura concluídos a partir de jul/2020 até dez/2022 ou tecnólogo a partir de jul/2020 até dez/2021 em cursos de exatas ou tecnologia.
Postado há 30+ dias","4,4"
CIENTISTA DE DADOS JUNIOR,Home office,Mutant,"
Para MLOps, o profissional poderá atuar desde as etapas de preparação dos dados à otimização dos códigos desenvolvidos;
Conhecimentos em SQL e Python;
Postado há 1 dia·","3,6"
CIENTISTA DE DADOS JR,Home office,CASA&VIDEO,"
Existimos para tornar acessíveis os sonhos dos nossos clientes.
Bom conhecimento de conceitos estatísticos;
**Olha, essa vaga também é destinada a PCDs***.
Postado há 7 dias·","3,9"
CIENTISTA DE DADOS JÚNIOR 1,"Curitiba, PR+1 local",EY,"
Conhecimento em análise exploratória e mineração de dados;
Experiência no uso de banco de dados (ex.: Oracle, SQL Server, MySQL, PostgreSQL, Azure SQL, MariaDB…
Postado há 1 dia·","4,0"
CIENTISTA DE DADOS PLENO,Home office,Fretebras,"
Programação em Python ou R;
Análises de métodos estatísticos e bibliotecas para construção de modelos de Machine Learning (como scikit-learn, statsmodels, keras…
PostedHoje·",Sem informacao
CIENTISTA DE DADOS,Home office,A3Data,"
Realizar análise exploratória dos dados;
Possuímos conhecimento nas mais variadas tecnologias, o que nos permite moldar soluções abrangentes e flexíveis.
Postado há 7 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Clicksign,"
Aplicar análises exploratórias, análises estatísticas, análises prescritivas, análises preditivas em uma grande massa de dados, atuando junto aos analistas na…
Postado há 4 dias·",Sem informacao
CIENTISTA DE DADOS PLENO ✨,Home office,Smart NX,"
Aqui na SNX priorizamos a segurança dos smartianos e candidatos(as).
Formação em Engenharias, Estatística e Ciência da Computação;
PostedRecém publicada·",Sem informacao
CIENTISTA DE DADOS E ANALYTICS – ESPECIALISTA,Home office,Cielo,"
Ferramentas de visualização de dados - Tableau, Microstrategy, PowerBI etc.
Interagir com diversos stakeholders para assegurar entendimento da necessidade e…
Postado há 1 dia·","4,2"
CIENTISTA DE DADOS,Home office,Carguero,"
Proficiência na extração de dados utilizando SQL;
Conduzir projetos de Ciência de Dados voltados para diversas áreas;
Postado há 12 dias·",Sem informacao
