Cargo,Local,Empresa,Descrição,Rating
CIENTISTA DE DADOS,"Home office in São Paulo, SP",Liv Up,"
Utilizando nossa plataforma de dados, nosso time constrói produtos que utilizam algoritmos de Machine Learning e otimização de restrições para encantar nossos…
Postado há 30+ dias·","4,3"
CIENTISTA DE DADOS JR - POLÍTICAS DE CRÉDITO,Home office,Open Co,"
Tem uma visão de mundo em que a tecnologia é integrada ao negócio;
Conhecimento em alguma linguagem de programação (Ex: Python, SQL, etc.);
Postado há 22 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Kenlo,"
Coletar, limpar, armazenar, organizar, integrar dados e contribuir na criação de pipelines de dados com nosso time de engenheiros;
Postado há 6 dias·",Sem informacao
"CIENTISTA DE DADOS (PYTHON, JAVASCRIPT, MONGODB E R)",Home office,Turing.com,"
Expandir os dados com fontes de informações de terceiros.
Melhorar os procedimentos de coleta de dados para incluir informações relevantes para o…
PostedRecém publicada·",Sem informacao
CIENTISTA DE DADOS JÚNIOR,Home office in Brasil,Neon Pagamentos,"
A Neon está em busca de Cientista de Dados Júnior para fazer um time incrível e de alta performance.
Treinar e otimizar modelos de Machine Learning, avaliando o…
Postado há 21 dias·","4,3"
CIENTISTA DE DADOS INTERNACIONAL - PLENO (REMOTO),"Home office in Florianópolis, SC",Bix,"
Familiaridade em criar notebooks e limpar dados;
Realizar consulta em banco de dados utilizando linguagem SQL dentro da estrurtura utilizada pelo cliente;
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Track,"
Resolver problemas relacionados aos negócios usando técnicas baseadas em dados.
Aqui a união faz a força e estamos sempre dispostos a ajudar uns aos outros.
Postado há 30+ dias·",Sem informacao
CIENTISTA DE DADOS PLENO,"Home office in São Paulo, SP",Clearsale,"
Trabalho com grandes volumes de dados com extração e manipulação de grandes conjuntos de dados, usando ferramentas como SQL e/ou R/ Python;
Postado há 22 dias·",Sem informacao
CIENTISTA DE DADOS SÊNIOR,"Uberlândia, MG",Obuc Gestão de Dados,"
Responsável pelo desenvolvimento de Reports, Dashboards e Smart Centers para os clientes.
UX, design de telas com foco em user centricity.
EmployerAtiva 4 dias atrás·",Sem informacao
CIENTISTA DE DADOS,"São Paulo, SP",Centro de Excelência Votorantim BR,"
Buscamos por cientistas de dados para integrar o time do Centro de Excelência Votorantim na área de Data Analytics.
Banco de Dados e SQL;
Postado há 30+ dias·",Sem informacao
"CIENTISTA DE DADOS (PYTHON, IA, ML E DEVOPS)",Home office,Turing.com,"
Pelo menos 3 anos de experiência relevante como cientista de dados.
Interna e externamente, comunicar insights e recomendações baseados em dados para os…
Postado há 5 dias·",Sem informacao
CIENTISTA DE DADOS/MACHINE LEARNING PYTHON PLENO (REMOTO),"Home office in Vila Mariana, SP",Lean Saúde,"
Desenvolvimento e manutenção de modelos descritivos e preditivos utilizando técnicas de machine learning focadas em dados estruturados, utilizando python.
Postado há 7 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Hexacta,"
Ajudar a identificar oportunidades de alto valor que possam ser endereçadas com o uso de dados e machine learning.
Evangelizar a cultura data-driven na empresa.
Postado há 9 dias·",Sem informacao
CIENTISTA DE DADOS,Home office,Cielo,"
Construir e gerenciar análises de múltiplas bases de dados de grande volume (transações dos clientes, gestores comerciais da Cielo, base de clientes da Cielo,…
Postado há 30+ dias·","4,2"
