Cargo,Local,Empresa,Descrição,Rating
ANALISTA DE DADOS JUNIOR (REMOTO),"Home office in Curitiba, PR",Conquer,"
Extração e consulta de bases de dados SQL;
Integração com outros times internos afim de entender as necessidades das Business Units da Conquer.
Postado há 2 dias·",Sem informacao
ANALISTA DE DADOS,+1 localHome office,Sicredi,"Análise de dados, planejamento e acompanhamento de resultado da equipe nas operações de cartão relacionadas ao Open Finance. Você se identifica e gostaria de…Postado há 30+ dias·","4,2"
ANALISTA DE DADOS - PLENO (HÍBRIDO OU REMOTO),"Home office in Blumenau, SC",Recrutamento Externo,"
Tiver conhecimento sobre o contexto logístico.
Traduzir necessidades comerciais em especificações técnicas;
A Lincros é um time de pessoas ímpares.
Postado há 11 dias·",Sem informacao
ANALISTA DE DADOS JUNIOR,Home office,Cielo,"
Experiência em SQL e desenvolvimento para extração de dados;
Atuar no aprofundamento e estudos com diferentes áreas dos produtos sob sua responsabilidade;
Postado há 12 dias·","4,2"
ANALISTA DE DADOS GEOIA,Home office,Sicredi,"
Auxiliar no preparo de bases de dados;
Integrar o time de Engenharia de Dados de Crédito significa incorporar a cultura data-driven no dia a dia.
Postado há 30+ dias·","4,2"
ANALISTA DE DADOS JÚNIOR,Home office,Qexpert,"
Conhecimento em banco de dados relacionais e não relacionais;
Desenvolvimento de rotinas automatizadas para sincronização de dados entre diferentes plataformas;
Postado há 8 dias·",Sem informacao
ANALISTA DE DADOS,Home office,Seazone,Como será um dia de trabalho típico na Seazone? Fazer parte dessa equipe significa que você ajudará a compor um time de excelência para trabalhar…Postado há 30+ dias·,Sem informacao
ANALISTA DE DADOS JR,Home office,Seazone,"
Excel básico, python ou R básico.
Excel Avançado, Python Avançado para Análise de Dados, R Avançado, Power BI ou equivalente.
Postado há 30+ dias·",Sem informacao
ANALISTA DE DADOS,"Home office in São Paulo, SP",DECISION GROUP IT,"
Capacidade de criar relatórios e visualizações de grandes conjuntos de dados.
Responsável pela administração e análise de dados na plataforma DX SaaS da…
EmployerAtiva 2 dias atrás·",Sem informacao
ANALISTA DE DADOS COMERCIAIS,Home office,LIV - Laboratório Inteligência de Vida,"
Acreditamos que um time diverso é o caminho para cumprir a nossa missão de transformar vidas e o Brasil.
Postado há 11 dias·",Sem informacao
ANALISTA DE DADOS JÚNIOR (JAMES DELIVERY),Home office,GPA,"
Análise comportamental de dados visando identificar padrões de fraude;
Trabalhamos pensando no presente e no futuro do varejo alimentar, de forma transversal…
Postado há 18 dias·","4,2"
